tenure,MonthlyCharges,TotalCharges,gender_Male,SeniorCitizen_1,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_Mid,TenureGroup_Long,AvgMonthlySpend,NumServices,ContractOneYr_MonthlyCharges,ContractTwoYr_MonthlyCharges,Fiber_TotalCharges,PaperlessBilling_MonthlyCharges,Churn
-1.2774445836787656,-1.1603229160349193,-0.9942419353101233,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,29.85,5,-0.0,-0.0,-0.0,-1.1603229160349193,0
0.06632741908223598,-0.2596289419448806,-0.17324412574959375,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,55.5735294117647,4,-0.2596289419448806,-0.0,-0.0,-0.0,0
-1.2367242199587352,-0.3626603559551803,-0.9596740712020441,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,54.075,4,-0.0,-0.0,-0.0,-0.3626603559551803,1
0.5142514200025698,-0.7465354629935549,-0.19476626336477718,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,40.90555555555556,3,-0.7465354629935549,-0.0,-0.0,-0.0,0
-1.2367242199587352,0.19736523310080326,-0.9404697022531111,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,75.825,6,0.0,0.0,-0.9404697022531111,0.19736523310080326,1
-0.9924020376385531,1.1595456961969886,-0.6451859741727949,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,102.5625,3,0.0,0.0,-0.6451859741727949,1.1595456961969886,1
-0.4223169455581282,0.8089065291619363,-0.14679948896704018,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,88.60909090909091,4,0.0,0.0,-0.14679948896704018,0.8089065291619363,0
-0.9109613101984924,-1.1636465100352518,-0.8741373704237511,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,30.189999999999998,5,-0.0,-0.0,-0.0,-0.0,0
-0.1779947632379461,1.330710787214099,0.3373492744317471,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,108.78750000000001,2,0.0,0.0,0.3373492744317471,1.330710787214099,1
1.2064976032430856,-0.28621769394753876,0.5324391741681479,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,56.25725806451613,4,-0.28621769394753876,-0.0,0.0,-0.0,0
-0.7888002190384014,-0.4922805219681379,-0.7480728289670203,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,45.18846153846154,5,-0.0,-0.0,-0.0,-0.4922805219681379,0
-0.6666391278783103,-1.5225946620711341,-0.8631445247495343,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,20.425,6,-0.0,-1.5225946620711341,-0.0,-0.0,0
1.0436161483629645,1.182810854199314,1.5006704790038297,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,97.95,3,1.182810854199314,0.0,1.5006704790038297,0.0,0
0.6771328748826912,1.2941512532104444,1.2160043388136705,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,102.78163265306122,2,0.0,0.0,1.2160043388136705,1.2941512532104444,1
-0.30015585439803716,1.3539759452164248,0.1784165658888543,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,107.44200000000001,1,0.0,0.0,0.1784165658888543,1.3539759452164248,0
1.4915401492832983,1.611554480242174,2.478128710529918,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,114.42246376811593,0,0.0,1.611554480242174,2.478128710529918,0.0,0
0.7992939660427822,-1.4660935640654862,-0.5558083996047153,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,19.672115384615385,6,-1.4660935640654862,-0.0,-0.0,-0.0,0
1.5729808767233588,1.393859073220412,2.251693748830891,True,False,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,103.97535211267606,2,0.0,1.393859073220412,2.251693748830891,0.0,0
